Wirtschaftszweig;Anlagegüter;Nutzungsdauer (ND) i.J.;Linearer AfA-Satz v.H.
Schiffbau;m. Holz ;10;10
Schiffbau;Kräne (Helling-, Turmdreh-, Wipp- und Portalkräne einschl. Kranbahnen, Schwimmkräne) ;15;7
Schiffbau;bewegliche Hebezeuge (Aufzüge und Hebebühnen, Lastenaufzüge, Rollenbahnen, Schwenklifte, Druckluft- und Elektrozüge ;5;20
Schiffbau;Automobilkräne ;5;20
Schiffbau;Maschinen für schwere Blech-, Rohr- und Profilbearbeitung ;10;10
Schiffbau;sonstige (Stahl) ;15;7
Schiffbau;Barkassen und Schuten ;20;5
Schiffbau;Schwimmdocks einschl. Dockgruben ;25;4
Schiffbau;Trockendocks ;25;4
Schiffbau;Sohle ;20;5
Schiffbau;Winden und Wagen ;10;10
Schiffbau;Technische Öfen ;7;14
Schiffbau;Schwertransportwagen ;4;25
Schiffbau;Ortsfeste Wasserklär- und -aufbereitungsanlagen, Ölreinigungsanlagen, Gasreinigungs- und Gasaufbereitungsanlagen ;10;10
Schiffbau;Schweißanlagen (Schweißgleichrichter, Schweißautomaten, Fusarc- und Ellira-Schweißanlagen, Schweißtransformatoren);5;20
Schiffbau;fest oder auf Schienen ;7;14
Schiffbau;Schweißzelte ;3;33
Schiffbau;Schweißpläne, Schweißzulagen, Schweißroste und Schweißlehren ;5;20
Schiffbau;Farbspritzgeräte ;4;25
Schiffbau;Sandstrahlgeräte ;4;25
Schiffbau;Werftmontagehallen (Stahlbau) ;25;4
Schrott- und Abbruchwirtschaft;LKW/Anhänger/Tieflader/ Absetzkipper/Wechselaufbauten ;4;25
Schrott- und Abbruchwirtschaft;Container, Mulden, Stapelbehälter ;4;25
Schrott- und Abbruchwirtschaft;LKW mit Hydraulikkran ;4;25
Schrott- und Abbruchwirtschaft;Mobilbagger ;5;20
Schrott- und Abbruchwirtschaft;Raupenbagger;5;20
Schrott- und Abbruchwirtschaft;Stationäre Bagger ;6;17
Schrott- und Abbruchwirtschaft;Portal- und Turmdrehkrane ;8;12
Schrott- und Abbruchwirtschaft;Kranbahnen und Kranbrücken mit und ohne Ausleger ;12;8
Schrott- und Abbruchwirtschaft;Rangierlokomotiven ;10;10
Schrott- und Abbruchwirtschaft;nach Bundesbahnvorschriften ;25;4
Schrott- und Abbruchwirtschaft;Brückenwaagen (f. Fahrzeuge) ;10;10
Schrott- und Abbruchwirtschaft;Kleinwaagen ;6;17
Schrott- und Abbruchwirtschaft;Hydraulische Schrottscheren ;7;14
Schrott- und Abbruchwirtschaft;Alligatorscheren ;5;20
Schrott- und Abbruchwirtschaft;Hydraulische Schrott- und Papierpressen ;7;14
Schrott- und Abbruchwirtschaft;Shredder und Mühlen ;6;17
Schrott- und Abbruchwirtschaft;Autofalter (mobil) ;4;25
Schrott- und Abbruchwirtschaft;Schienenbrecher;6;17
Schrott- und Abbruchwirtschaft;Kabeltrennmaschinen ;6;17
Schrott- und Abbruchwirtschaft;Förderbänder und -rinnen ;6;17
Schrott- und Abbruchwirtschaft;Windsichter, Magnetabscheider und Siebanlagen ;6;17
Schrott- und Abbruchwirtschaft;bis 25 t Gesamtgewicht ;4;25
Schrott- und Abbruchwirtschaft;über 25 t Gesamtgewicht;4;25
Schrott- und Abbruchwirtschaft;Planierraupen mit Schild;5;20
Schrott- und Abbruchwirtschaft;bis 20 t Gesamtgewicht ;4;25
Schrott- und Abbruchwirtschaft;über 20 t Gesamtgewicht;5;20
Schrott- und Abbruchwirtschaft;bis 100 t Gesamtgewicht ;6;17
Schrott- und Abbruchwirtschaft;über 100 t Gesamtgewicht;7;14
Schrott- und Abbruchwirtschaft;Transportable Brückenwaagen ;5;20
Schrott- und Abbruchwirtschaft;Kippfahrzeuge ;4;25
Schrott- und Abbruchwirtschaft;Muldenkipper, Absetzkipper, Multiliftkipper, Liftkrankipper ;4;25
Schrott- und Abbruchwirtschaft;Tiefladerzugmaschinen ;4;25
Schrott- und Abbruchwirtschaft;Tiefladeranhänger ;4;25
Schrott- und Abbruchwirtschaft;Container und Mulden für die Schuttabfuhr ;5;20
Schrott- und Abbruchwirtschaft;Baustellencontainer ;10;10
Schrott- und Abbruchwirtschaft;Fahrbare Steinbrecheranlagen ;6;17
Schuhindustrie;Steppmaschinen aller Art ;5;20
Schuhindustrie;Ablängmaschinen ;5;20
Schuhindustrie;Bandbügelmaschinen ;5;20
Schuhindustrie;Bandklebemaschinen ;5;20
Schuhindustrie;Bandspendegeräte ;5;20
Schuhindustrie;Bügelpressen ;5;20
Schuhindustrie;Buggkanten-Zementiermaschinen ;5;20
Schuhindustrie;Faltenlegegeräte ;5;20
Schuhindustrie;Feinspaltmaschinen;5;20
Schuhindustrie;Formbuggmaschinen;5;20
Schuhindustrie;Futtereinrollgeräte ;5;20
Schuhindustrie;Futterklebemaschinen;5;20
Schuhindustrie;Hochfrequenz-Schweißstanzen ;5;20
Schuhindustrie;Kantenumsturz- und Falzmaschinen ;5;20
Schuhindustrie;Knopfbefestigungsmaschinen ;5;20
Schuhindustrie;Latex-Spritzanlagen ;5;20
Schuhindustrie;Loch- und Öseneinsetzmaschinen ;5;20
Schuhindustrie;Oberleder-Markierapparate ;5;20
Schuhindustrie;Oberleder-Umbuggmaschinen ;5;20
Schuhindustrie;Reißverschluß-Thermo- Zementiermaschinen ;5;20
Schuhindustrie;Ringhaken-Einsetzmaschinen ;5;20
Schuhindustrie;Thermo-Zementier- und Umbuggmaschinen ;5;20
Schuhindustrie;Vorderkappenauftragmaschinen ;5;20
Schuhindustrie;Vorderteilumwendeapparate ;5;20
Schuhindustrie;Zwischenfutter-Zementiermaschinen ;5;20
Schuhindustrie;Agraffeneinsetzmaschinen;5;12
Schuhindustrie;Bandmesserspaltmaschinen;8;12
Schuhindustrie;Beschneidmaschinen ;8;12
Schuhindustrie;Buggkanten-Einschneidmaschinen ;8;12
Schuhindustrie;Kantenklopfmaschinen ;8;12
Schuhindustrie;Nahtausreibmaschinen ;8;12
Schuhindustrie;Öseneinsetzmaschinen ;8;12
Schuhindustrie;Schaftschnürmaschinen ;8;12
Schuhindustrie;Absatz-Tauchanlagen ;5;20
Schuhindustrie;Sohlen-Stempel-Maschinen ;5;20
Schuhindustrie;Sohlen-Randfräs-Maschinen;5;20
Schuhindustrie;Sohlen-Randrauh-Maschinen;5;20
Schuhindustrie;Sohlen-Kopierfräs-Maschinen ;5;20
Schuhindustrie;Stahlgelenk-Nietmaschinen ;5;20
Schuhindustrie;Aufrauhmaschinen (f. Sohlen) ;7;14
Schuhindustrie;Ledersohlennarbenglasmaschinen ;7;14
Schuhindustrie;Brandsohlenabglasmaschinen ;7;14
Schuhindustrie;Brandsohlenausschärfmaschinen ;7;14
Schuhindustrie;Brandsohlen-Fersenfräsmaschinen ;7;14
Schuhindustrie;Fersenteil-Spaltmaschinen ;7;14
Schuhindustrie;Hinterkappengummierapparate;7;14
Schuhindustrie;Kappen-Formmaschinen ;7;14
Schuhindustrie;Kappenpressen ;7;14
Schuhindustrie;Kappenschärfmaschinen ;7;14
Schuhindustrie;Kappenschärfautomaten ;7;14
Schuhindustrie;Lippenaufpreßmaschinen;7;14
Schuhindustrie;Lippenaufsetzmaschinen;7;14
Schuhindustrie;Narbenglasmaschinen ;7;14
Schuhindustrie;Nutenfräsmaschinen ;7;14
Schuhindustrie;Schaft-Dämpf- und Aktiviergeräte ;4;25
Schuhindustrie;Fersenteilform-Maschinen;5;20
Schuhindustrie;Formmaschinen (f. Spitzen u. Fersen) ;5;20
Schuhindustrie;Klebezwickmaschinen (f. Spitzen u. Fersen) ;5;20
Schuhindustrie;Schaftdämpfanlagen ;5;20
Schuhindustrie;Seiten-Klebezwick-Maschinen ;5;20
Schuhindustrie;Spitzeneindampfapparate ;5;20
Schuhindustrie;Einbinde- und Spitzenzwickmaschinen ;7;14
Schuhindustrie;Fadenzwickmaschinen ;7;14
Schuhindustrie;Feintacksmaschinen ;7;14
Schuhindustrie;Fersenzwickmaschinen (auch hydraulisch) ;7;14
Schuhindustrie;Innenrandbeschneidmaschinen ;7;14
Schuhindustrie;Innenrandnahtmaschinen ;7;14
Schuhindustrie;Innenrandzwickmaschinen;7;14
Schuhindustrie;Rahmenklammerheftmaschinen ;7;14
Schuhindustrie;Spitzenzwickmaschinen ;7;14
Schuhindustrie;Tackszwick- und Einbindemaschinen ;7;14
Schuhindustrie;Absatzsitz-Formpressen ;6;17
Schuhindustrie;Flexibelrandandrückmaschinen ;6;17
Schuhindustrie;Halogeniermaschinen ;6;17
Schuhindustrie;Rahmenhämmer ;6;17
Schuhindustrie;Schuhbodenrauhautomaten, mechanisch gesteuert ;6;17
Schuhindustrie;Sohlenaktiviergeräte ;6;17
Schuhindustrie;Sohlen-Aufnagelmaschinen ;6;17
Schuhindustrie;Sohlen-Aufschraubmaschinen;6;17
Schuhindustrie;Anschlagnagelmaschinen ;7;14
Schuhindustrie;Brandsohlenabschärfmaschinen ;7;14
Schuhindustrie;Brandsohlengelenkeinkerb-Maschinen ;7;14
Schuhindustrie;Doppel-Maschinen ;7;14
Schuhindustrie;Durchnähmaschinen;7;14
Schuhindustrie;Einstechmaschinen;7;14
Schuhindustrie;Fersenanschlag-, Nagel- und Beschneidmaschinen ;7;14
Schuhindustrie;Gelenkausgleichmaschinen ;7;14
Schuhindustrie;Gelenkausschärfmaschinen ;7;14
Schuhindustrie;Oberlederaufrauhmaschinen ;7;14
Schuhindustrie;Rahmenabschrägmaschinen ;7;14
Schuhindustrie;Rahmenauflegemaschinen ;7;14
Schuhindustrie;Rahmen-Aushöhlschärfmaschinen ;7;14
Schuhindustrie;Rahmenegalisiermaschinen ;7;14
Schuhindustrie;Rahmenfräsmaschinen ;7;14
Schuhindustrie;Rahmenheftmaschinen ;7;14
Schuhindustrie;Rahmenklopfmaschinen;7;14
Schuhindustrie;Riß-Kantenausschärfmaschinen ;7;14
Schuhindustrie;Riß-Öffenmaschinen ;7;14
Schuhindustrie;Riß-Zementiermaschinen ;7;14
Schuhindustrie;Schnellklebepressen ;7;14
Schuhindustrie;Schnittfräsmaschinen;7;14
Schuhindustrie;Sohlenanfeuchtmaschinen ;7;14
Schuhindustrie;Sohlenauflegemaschinen ;7;14
Schuhindustrie;Sohlenaufrauhmaschinen ;7;14
Schuhindustrie;Sohlenbeschneidmaschinen ;7;14
Schuhindustrie;Sohlen-Randschraubmaschinen ;7;14
Schuhindustrie;Spitzenfräsmaschinen ;7;14
Schuhindustrie;Steppstichdurchnähmaschinen ;7;14
Schuhindustrie;Fersenschlußbügel-Maschinen ;5;20
Schuhindustrie;Nahtimprägnier-Maschinen ;5;20
Schuhindustrie;Stiefelformpressen ;5;20
Schuhindustrie;Absatzausglas-Maschinen ;7;14
Schuhindustrie;Absatzauspolier-Maschinen;7;14
Schuhindustrie;Decksohlenstempel-Maschinen, ein- und mehrfarbig ;7;14
Schuhindustrie;Doppelstichpolier-Maschinen ;7;14
Schuhindustrie;Kaltpoliermaschinen ;7;14
Schuhindustrie;Kantenbeschneidmaschinen ;7;14
Schuhindustrie;Oberfleckpolier-Maschinen;7;14
Schuhindustrie;Ränderiermaschinen und Stupp-Maschinen;7;14
Schuhindustrie;Schaftfutterbeschneid-Maschinen ;7;14
Schuhindustrie;Schnittkantenspritz-Maschinen;7;14
Schuhindustrie;Schnittpoliermaschinen ;7;14
Schuhindustrie;Schuhmarkepräge-Maschinen ;7;14
Schuhindustrie;Sohlenrandeinfärb-Maschinen;7;14
Schuhindustrie;Stichform-Maschinen ;7;14
Schuhindustrie;Stichpolier-Maschinen;7;14
Schuhindustrie;Warmpolier-Maschinen;7;14
Schuhindustrie;California-Montagepressen ;5;20
Schuhindustrie;Couponstempel-Maschinen ;5;20
Schuhindustrie;Decksohleninsert-Klebemaschinen ;5;20
Schuhindustrie;Klebstoffauftrag-Maschinen ;5;20
Schuhindustrie;Mikroprofilspalt-Maschinen ;5;20
Schuhindustrie;PVC-Einspritzmaschinen ;5;20
Schuhindustrie;PVC-Granuliermaschinen ;5;20
Schuhindustrie;Vulkanisierpressen ;5;20
Schuhindustrie;Direktbesohlungsmaschinen;7;14
Schuhindustrie;Etikettenstempelmaschinen;7;14
Schuhindustrie;Folienverpackungsautomaten;7;14
Schuhindustrie;Materialprüfgeräte ;7;14
Schuhindustrie;Material-Stapel- und Rückführungsgeräte ;7;14
Schuhindustrie;Schleifenband-Schneidemaschinen ;7;14
Schuhindustrie;Siebdruck-Maschinen ;7;14
Schuhindustrie;Spaltmesserabziehapparate ;7;14
Schuhindustrie;Stofflege-Maschinen ;7;14
Schuhindustrie;Tacker (kraftbetrieben) ;7;14
Schuhindustrie;Tampondruck-Maschinen ;7;14
Schuhindustrie;Abrichtmaschinen (f. Stanzklötze) ;8;12
Schuhindustrie;Ausleistmaschinen;8;12
Schuhindustrie;Lederabfallheftmaschinen ;8;12
Schuhindustrie;Schäftebügelmaschinen ;8;12
Schuhindustrie;Zackenschneidmaschinen ;8;12
Schuhindustrie;Einzelentstauber ;7;14
Schuhindustrie;Entstaubungsanlagen (Exhaustor) ;8;12
Schuhindustrie;Farbspritzmaschinen ;5;20
Schuhindustrie;Kompressor-Anlagen ;8;12
Schuhindustrie;Spritzanlagen ;5;20
Schuhindustrie;Trockenanlagen, Infrarot u. Ultra ;5;20
Schuhindustrie;Trockenentstaubungsanlagen;7;14
Seilschwebebahnen und Schlepplifte;Kabinenbahnen mechanischer Teil und Betriebsvorrichtungen (z.B. Stützen, Pfeiler, Seile, Kabinen) ;17;6
Seilschwebebahnen und Schlepplifte;Sesselbahnen (mechanischer Teil und Betriebsvorrichtungen) ;12;8
Seilschwebebahnen und Schlepplifte;Schlepplifte (Mechanischer Teil) ;10;10
Seilschwebebahnen und Schlepplifte;Skiabfahrten ;15;7
Seilschwebebahnen und Schlepplifte;Motorschlitten ;6;17
Seilschwebebahnen und Schlepplifte;Pistenpräparierfahrzeuge ;6;17
Sektkellereien;Lagerbehälter oder Fässer aus Beton, Holz, Edel- stahl ;17;6
Sektkellereien;Lagerbehälter aus GFK oder Kunststoff ;12;8
Sektkellereien;aus Edelstahl ;14;7
Sektkellereien;aus Edelstahl mit Rührwerk ;12;8
Sektkellereien;Zuckersilos ;14;7
Sektkellereien;Pumpen und Hochdruckpumpen ;6;17
Sektkellereien;Kolbenkompressoren ;7;14
Sektkellereien;Rührgeräte ;6;17
Sektkellereien;SO2-Dosiergeräte ;6;17
Sektkellereien;Sonstige Filter ;6;17
Sektkellereien;Stationäre Wein- und Sektleitungen ;10;10
Sektkellereien;Soleleitungen ;8;12
Sektkellereien;Wein- und Sektkühlanlagen ;10;10
Sektkellereien;Durchflußmesser ;6;17
Sektkellereien;Degorgiermaschinen oder -einrichtungen ;6;17
Sektkellereien;Transvasiermaschinen ;6;17
Sektkellereien;Rüttelmaschinen (mit und ohne Computersteuerung) ;10;10
Sektkellereien;Sektfüllvorrichtungen ;6;17
Sektkellereien;Kronenkorkmaschinen;6;17
Sektkellereien;Natur- und Polykork- maschinen ;6;17
Sektkellereien;Sektstopfenverschluß- maschinen;6;17
Sektkellereien;Sektflaschenverdrahtungs- maschinen ;6;17
Sektkellereien;Sektkapselfaltmaschinen ;6;17
Sektkellereien;Kapselanpreßmaschinen ;6;17
Sektkellereien;Aus- und Verpackungsan- lagen ;6;17
Sektkellereien;Hockdruckreiniger ;6;17
Spielwarenindustrie;Eckendrahtheftmaschinen ;10;10
Spielwarenindustrie;Flachheftmaschinen ;10;10
Spielwarenindustrie;Elektrostaten ;10;10
Spielwarenindustrie;Gipsquirle ;5;20
Spielwarenindustrie;Handstrickmaschinen ;10;10
Spielwarenindustrie;Hydraulische Spritzgußmaschinen für thermoplastische Massen ;6;17
Spielwarenindustrie;Knopflochmaschinen m. elektr. Antrieb ;5;20
Spielwarenindustrie;mit Hand- oder Fußantrieb ;10;10
Spielwarenindustrie;Pappenritzmaschinen und Pappenbiegemaschinen ;10;10
Spielwarenindustrie;Pappschneidemaschinen (Pappscheren) ;10;10
Spielwarenindustrie;feststehend ;10;10
Spielwarenindustrie;mit biegsamer Welle ;1;100
Spielwarenindustrie;Schnelltrockenanlagen (Gas- o. Elektroheizung) ;6;17
Spielwarenindustrie;Farbspritzanlagen (Kompressor, Motor, Exhaustor);3;33
Spielwarenindustrie;Bandmesser- ;10;10
Spielwarenindustrie;Absaugeanlagen ;10;10
Spielwarenindustrie;Andrückmaschinen (autom. Vorschub) ;5;20
Spielwarenindustrie;Besäumkreissägen ;10;10
Spielwarenindustrie;Dickenhobelmaschinen ;10;10
Spielwarenindustrie;Etiketten-Handdruckmaschinen ;5;20
Spielwarenindustrie;Fräsautomaten ;10;10
Spielwarenindustrie;Gesenkfräsmaschinen ;10;10
Spielwarenindustrie;Handdrehbänke ;10;10
Spielwarenindustrie;Leimpressen ;10;10
Spielwarenindustrie;Mehrblattkreissägen ;10;10
Spielwarenindustrie;Öseneindrückmaschinen ;5;20
Spielwarenindustrie;Ösenmaschinen ;5;20
Spielwarenindustrie;Papiereckenverbindungsmaschinen ;10;10
Spielwarenindustrie;Ritzmaschinen ;10;10
Spielwarenindustrie;Schablonendrehbänke ;5;20
Spielwarenindustrie;Stegheftmaschinen ;10;10
Spielwarenindustrie;Tischkreissägen ;10;10
Spielwarenindustrie;Universal-Holzbearbeitungsmaschinen ;5;20
Spielwarenindustrie;Zargen-Stanzmaschinen ;10;10
Spielwarenindustrie;Friktionsspindelpressen ;8;12
Spielwarenindustrie;Quetschpressen ;8;12
Spielwarenindustrie;Ziehpressen ;8;12
Spielwarenindustrie;Nietstanzen ;10;10
Spielwarenindustrie;Punktschweißmaschinen ;10;10
Spielwarenindustrie;Punktschweißmaschinen mit Zeitunterbrecher ;10;10
Spielwarenindustrie;Blechbearbeitungsmaschinen ;10;10
Spielwarenindustrie;Abkantmaschinen (autom.) ;10;10
Spielwarenindustrie;Abkantmaschinen (Handbetrieb) ;20;5
Spielwarenindustrie;Abkantpressen (autom.) ;10;10
Spielwarenindustrie;Längs- und Falzmaschinen ;10;10
Spielwarenindustrie;Sickenmaschinen (autom.) ;7;14
Spielwarenindustrie;Wulstmaschinen ;10;10
Spielwarenindustrie;Drahtschneidemaschinen ;10;10
Spielwarenindustrie;Drahtschneidemaschinen (autom.) ;7;14
Spielwarenindustrie;Index-Automaten ;5;20
Spielwarenindustrie;Kunststoffspritzmaschinen (autom.) ;6;17
Spielwarenindustrie;Universalfräsmaschinen ;6;17
Spielwarenindustrie;Vakuumdampfeinrichtungen;5;20
Spielwarenindustrie;Zahnradautomaten ;5;20
Spielwarenindustrie;Feinstbohrwerke;5;20
Spielwarenindustrie;Schnellbohrmaschinen (ü. 3000 U/min) ;8;12
Spielwarenindustrie;Leitspindeldrehbänke ;6;17
Spielwarenindustrie;Präzisionsdrehbänke ;6;17
Spielwarenindustrie;Revolverdrehbänke ;8;12
Spielwarenindustrie;Horizontalfräsmaschinen (autom.) ;6;17
Spielwarenindustrie;Feil- und Sägemaschinen ;10;10
Spielwarenindustrie;Kaltsägen ;10;10
Spielwarenindustrie;Shapingmaschinen ;10;10
Spielwarenindustrie;Horizontalschleifmaschinen ;8;12
Stahl- und Eisenbau;Abkantpressen ;8;12
Stahl- und Eisenbau;Abstechmaschinen ;10;10
Stahl- und Eisenbau;Biegemaschinen (f. Rohre) ;10;10
Stahl- und Eisenbau;Biegewalzen ;10;10
Stahl- und Eisenbau;Blechkantenhobelmaschinen ;10;10
Stahl- und Eisenbau;m. fester Spindel ;10;10
Stahl- und Eisenbau;m. einstellbarer Spindel ;8;12
Stahl- und Eisenbau;Ständer-;10;10
Stahl- und Eisenbau;Revolver- Vielstahl- ;8;12
Stahl- und Eisenbau;Spitzen- ;10;10
Stahl- und Eisenbau;Glühöfen (schichtunabhängig) ;6;16
Stahl- und Eisenbau;Sägeblattschärfmaschinen ;8;12
Stahl- und Eisenbau;Sandstrahlanlagen ;5;20
Stahl- und Eisenbau;Schmiedeöfen ;10;10
Stahl- und Eisenbau;Schmiedepressen;10;10
Stahl- und Eisenbau;Bohr- und Aufriebmaschinen ;3;33
Stahl- und Eisenbau;Dübeleinschießgeräte ;3;33
Stahl- und Eisenbau;Gewindeschneidmaschinen, Sägen und Fräsmaschinen ;5;20
Stahl- und Eisenbau;Kompressoren und Pumpen ;5;20
Stahl- und Eisenbau;Kräne, Bauaufzüge, Winden, Flaschenzüge und Hubgeräte ;5;20
Stahl- und Eisenbau;Niethämmer, Nietmaschinen, Wärmevorrichtungen ;4;25
Stahl- und Eisenbau;Rammen ;5;20
Stahlverformung;Fabrikgebäude, in denen Schmiedehämmer oder schwere Pressen arbeiten ;25;4
Stahlverformung;Anspitzmaschinen ;10;10
Stahlverformung;Bearbeitungszentren, CNC ;5;20
Stahlverformung;Mehrspindelbohrmaschinen ;6;17
Stahlverformung;Radialbohrmaschinen ;8;12
Stahlverformung;Tieflochbohrmaschinen ;8;12
Stahlverformung;Brennschneideanlagen ;8;12
Stahlverformung;Augenspiegel- ;6;17
Stahlverformung;Automaten- ;6;17
Stahlverformung;Schlitz-;6;17
Stahlverformung;Gewindeschneidmaschinen ;6;17
Stahlverformung;Plasma-Schneidanlagen, CNC ;5;20
Stahlverformung;Augen- ;6;17
Stahlverformung;Rund-;6;17
Stahlverformung;Trenn-;8;12
Stahlverformung;Stoßmaschinen;8;12
Stahlverformung;Abgratmaschinen ;8;12
Stahlverformung;Federnblattwalzen ;8;12
Stahlverformung;Federaugenrollmaschinen ;8;12
Stahlverformung;Federnwickelbänke ;8;12
Stahlverformung;Federnwickelmaschinen ;8;12
Stahlverformung;Gewindewalzen (autom.);6;17
Stahlverformung;Kalibriermaschinen ;8;12
Stahlverformung;Kaltbiegemaschinen ;8;12
Stahlverformung;Kaltsetzmaschinen ;8;12
Stahlverformung;Kantenbrechmaschinen ;8;12
Stahlverformung;Kettenmaschinen, allgemein ;8;12
Stahlverformung;Kuppmaschinen ;6;17
Stahlverformung;Mutterautomaten ;6;17
Stahlverformung;Nietenschlagmaschinen ;8;12
Stahlverformung;Nietenautomaten ;6;17
Stahlverformung;Nietenstanzen ;8;12
Stahlverformung;Mehrstufen- ;6;17
Stahlverformung;Preßautomaten;6;17
Stahlverformung;Preßautomaten CNC ;5;20
Stahlverformung;Reckwalzen ;8;12
Stahlverformung;Ringwalzen ;8;12
Stahlverformung;Rundknetmaschinen ;6;17
Stahlverformung;Stanzautomaten CNC ;5;20
Stahlverformung;Bandbeschichtungsanlagen ;6;17
Stahlverformung;Bonderanlagen;5;20
Stahlverformung;Brünieranlagen;5;20
Stahlverformung;Feuerverzinkungsanlagen ;8;12
Stahlverformung;Flammhärtemaschinen ;5;20
Stahlverformung;Gleitschleifanlagen und Polieranlagen ;5;20
Stahlverformung;Induktionshärtemaschinen ;5;20
Stahlverformung;Lackieröfen ;5;20
Stahlverformung;Öfen für die Wärmebehandlung und Materialerwärmung ;5;20
Stahlverformung;Ölrückkühlanlagen ;5;20
Stahlverformung;Oxydationsanlagen ;5;20
Stahlverformung;Pyrolyseanlagen ;5;20
Stahlverformung;Reinigungsanlagen;5;20
Stahlverformung;Sägenquetten ;5;20
Stahlverformung;Warmsetzmaschinen ;6;17
Stahlverformung;Absaugeanlagen (unter chem. oder therm. Einflüssen) ;5;20
Stahlverformung;Analysegeräte, chemisch ;5;20
Stahlverformung;Anstielmaschinen ;10;10
Stahlverformung;Gesenksprühanlagen (mobil) ;5;20
Stahlverformung;Meßplatten ;10;10
Stahlverformung;Bedienungsautomaten (Roboter) ;5;20
Stahlverformung;Schweißmaschinen, allgemein;7;14
Stahlverformung;Schwingförderer (Vibratoren) ;5;20
Steinkohlebergbau;Grubenbaue ;33;3
Steinkohlebergbau;Längenabhängige Wirtschaftsgüter (insbesondere Gestänge, Schienen, Bandanlagen, Kabel- und Rohrleitungsnetze) ;33;3
Steinkohlebergbau;Gleisbildstellwerke und ähnliche Weichenstellvorrichtungen ;12;8
